complex_name,food,clothing,wood,petrochemical,non_metal,metal,machinery,electronics,trans,other,non_manu,complex_group
경산제3일반산업단지,0,0.012658228,0,0.050632911,0,0,0.46835443,0.012658228,0.417721519,0.012658228,0.025316456,일반
경주강동일반산업단지,0.009259259,0,0.055555556,0.055555556,0.046296296,0.12962963,0.472222222,0,0.092592593,0,0.138888889,일반
경주건천용명일반산업단지,0,0,0,0.416666667,0,0,0.166666667,0.083333333,0.166666667,0,0.166666667,일반
경주건천제1일반산업단지,0,0,0,0,0,0.142857143,0,0.285714286,0.285714286,0,0.285714286,일반
경주건천제2일반산업단지,0,0,0,0.166666667,0,0.125,0.25,0,0.208333333,0,0.25,일반
경주검단일반산업단지,0.142857143,0,0,0,0,0,0.142857143,0.142857143,0,0,0.571428571,일반
경주구어제2일반산업단지,0,0,0,0,0,0.013513514,0.472972973,0,0.378378378,0,0.135135135,일반
경주녹동일반산업단지,0,0,0,0,0,0,0.36,0,0.56,0,0.08,일반
경주모화일반산업단지,0,0,0,0,0,0.083333333,0.316666667,0.05,0.416666667,0,0.133333333,일반
경주문산일반산업단지,0,0,0,0,0,0,0.53125,0,0.34375,0,0.125,일반
경주문산제2일반산업단지,0,0,0,0.043478261,0,0,0.417391304,0.086956522,0.27826087,0,0.173913043,일반
경주석계일반산업단지,0,0,0,0.161290323,0,0.064516129,0.290322581,0,0.161290323,0,0.322580645,일반
경주석계제2일반산업단지,0,0,0,0,0,0.214285714,0.5,0,0.142857143,0,0.142857143,일반
경주석계제4일반산업단지,0,0,0,0,0,0,0.714285714,0,0.214285714,0,0.071428571,일반
경주외동일반산업단지,0,0.041666667,0,0.041666667,0,0,0.125,0.041666667,0.666666667,0,0.083333333,일반
경주외동제2일반산업단지,0,0,0,0,0,0.035714286,0.214285714,0,0.535714286,0,0.214285714,일반
경주제내제2일반산업단지,0,0,0,0,0,0,0.307692308,0,0.153846154,0,0.538461538,일반
경주천북일반산업단지,0.010526316,0,0.052631579,0.052631579,0.073684211,0.084210526,0.389473684,0.010526316,0.115789474,0,0.210526316,일반
경주천북제2일반산업단지,0,0,0,0,0,0,0,0,1,0,0,일반
경주화산일반산업단지,0,0,0.071428571,0,0,0,0.285714286,0,0.428571429,0,0.214285714,일반
계룡제1산업단지,0.590909091,0,0,0,0,0,0.272727273,0.090909091,0.045454545,0,0,일반
고덕국제화계획지구일반산업단지,0,0,0,0.333333333,0,0,0,0.333333333,0,0,0.333333333,일반
고령개진일반산업단지,0.333333333,0.222222222,0.111111111,0.185185185,0,0,0.074074074,0.037037037,0.037037037,0,0,일반
고령제1일반산업단지,0,0,0,0,0.080645161,0.661290323,0.193548387,0,0.048387097,0,0.016129032,일반
고령제2일반산업단지,0,0.019230769,0.019230769,0.173076923,0.038461538,0.192307692,0.346153846,0,0.096153846,0,0.115384615,일반
고성내산일반산업단지,0,0,0,0,0,0,0,0,1,0,0,일반
고성대가룡일반산업단지,0,0,0,0,0,0,0.333333333,0,0,0,0.666666667,일반
고성대독일반산업단지,0,0,0,0,0,0,0,0,0.5,0,0.5,일반
고성율대일반산업단지,0,0,0,0,0,0,0.5,0,0.25,0,0.25,일반
고성장좌일반산업단지,0,0,0,0,0,0,0,0,1,0,0,일반
고창일반산업단지,0.666666667,0,0,0,0.333333333,0,0,0,0,0,0,일반
공주유구자카드일반산업단지,0.076923077,0.769230769,0,0,0,0,0.076923077,0,0,0,0.076923077,일반
공주탄천일반산업단지,0.09375,0,0,0.71875,0.0625,0.03125,0.09375,0,0,0,0,일반
관리일반산업단지,0,0,0,0,0,0,1,0,0,0,0,일반
광명일반산업단지,0,0,0,0,0.166666667,0.055555556,0.333333333,0,0,0,0.444444444,일반
광양세풍일반산업단지,0.166666667,0,0.166666667,0.166666667,0,0.166666667,0.166666667,0,0,0,0.166666667,일반
광양신금일반산업단지,0,0.020408163,0.020408163,0,0.020408163,0,0.408163265,0.346938776,0,0,0.183673469,일반
광양익신일반산업단지,0,0,0,0.018518519,0.018518519,0.018518519,0.685185185,0.185185185,0,0,0.074074074,일반
광양황금일반산업단지,0,0,0,0,0.5,0,0.25,0,0,0,0.25,일반
광주본촌일반산업단지,0.246376812,0.062801932,0.077294686,0.019323671,0.019323671,0.004830918,0.1352657,0.057971014,0.024154589,0.062801932,0.289855072,일반
광주소촌일반산업단지,0.098039216,0,0,0.098039216,0.019607843,0,0.254901961,0.039215686,0.078431373,0.117647059,0.294117647,일반
광주송암일반산업단지,0.01754386,0.01754386,0.01754386,0.087719298,0.01754386,0,0.175438596,0,0.175438596,0,0.49122807,일반
광주평동3차일반산업단지,0.032520325,0,0,0,0,0.016260163,0.471544715,0.235772358,0.024390244,0,0.219512195,일반
광주평동일반산업단지,0.042031524,0.026269702,0.038528897,0.138353765,0.008756567,0.043782837,0.350262697,0.094570928,0.152364273,0.03502627,0.070052539,일반
광주하남일반산업단지,0.016203704,0.02662037,0.061342593,0.101851852,0.005787037,0.045138889,0.481481481,0.113425926,0.059027778,0.020833333,0.068287037,일반
괴산대제일반산업단지,0.195121951,0,0.048780488,0.268292683,0.146341463,0.048780488,0.268292683,0.024390244,0,0,0,일반
괴산유기식품일반산업단지,0.8,0,0,0,0,0,0,0,0,0,0.2,일반
괴산첨단산업단지,0.076923077,0,0,0.384615385,0,0,0,0.538461538,0,0,0,일반
군산일반산업단지,0.112903226,0.016129032,0.064516129,0.209677419,0.322580645,0.064516129,0.032258065,0.016129032,0.032258065,0,0.129032258,일반
기장기룡제1일반산업단지,1,0,0,0,0,0,0,0,0,0,0,일반
기장기룡제2일반산업단지,0,0,0,0.5,0,0.5,0,0,0,0,0,일반
기장명례일반산업단지,0.009615385,0.028846154,0,0,0,0.230769231,0.317307692,0.048076923,0.211538462,0,0.153846154,일반
기장에코장안일반산업단지,0,0.227272727,0,0.090909091,0.045454545,0,0.181818182,0.090909091,0.136363636,0,0.227272727,일반
기장장안일반산업단지,0,0,0,0,0,0,0.365853659,0.195121951,0.292682927,0,0.146341463,일반
기장정관일반산업단지,0.073333333,0.006666667,0.04,0.013333333,0.026666667,0.02,0.353333333,0.073333333,0.213333333,0.06,0.12,일반
김제순동일반산업단지,0.228571429,0,0.057142857,0.114285714,0.057142857,0,0.171428571,0.171428571,0.2,0,0,일반
김제지평선일반산업단지,0.081632653,0.040816327,0.020408163,0.071428571,0.020408163,0.030612245,0.408163265,0.081632653,0.193877551,0.010204082,0.040816327,일반
김천제1일반산업단지,0.12295082,0.032786885,0.016393443,0.139344262,0.114754098,0.016393443,0.172131148,0.098360656,0.262295082,0,0.024590164,일반
김포상마일반산업단지,0,0,0.033333333,0.4,0,0.2,0.3,0.033333333,0,0.033333333,0,일반
김포양촌일반산업단지,0,0.006613757,0.099206349,0.056878307,0,0.03042328,0.395502646,0.294973545,0.001322751,0.056878307,0.058201058,일반
김포율생일반산업단지,0,0,0.076923077,0.307692308,0,0.153846154,0.230769231,0.076923077,0,0.153846154,0,일반
김포통진일반산업단지,0,0,0,1,0,0,0,0,0,0,0,일반
김포학운2일반산업단지,0.015267176,0,0.038167939,0.389312977,0,0.061068702,0.351145038,0.038167939,0,0.083969466,0.022900763,일반
김포학운3일반산업단지,0.030864198,0,0.033950617,0.24691358,0,0.077160494,0.419753086,0.108024691,0,0.030864198,0.052469136,일반
김포학운4일반산업단지,0.012048193,0,0,0.156626506,0.006024096,0.090361446,0.662650602,0.060240964,0,0.012048193,0,일반
김포학운일반산업단지,0,0,0.088235294,0.294117647,0,0.088235294,0.441176471,0.029411765,0,0.029411765,0.029411765,일반
김포항공일반산업단지,0,0,0,0,0,0,0,0,0.285714286,0,0.714285714,일반
김해GoldenRoot일반산업단지,0,0,0,0.013157895,0,0,0.506578947,0.223684211,0.171052632,0,0.085526316,일반
김해덕암일반산업단지,0.085714286,0,0.028571429,0.2,0.028571429,0.057142857,0.314285714,0,0.228571429,0.028571429,0.028571429,일반
김해명동일반산업단지,0,0,0,0,0,0.069767442,0.697674419,0.023255814,0.11627907,0,0.093023256,일반
김해오척일반산업단지,0,0,0,0,0,0.083333333,0.333333333,0.125,0.291666667,0,0.166666667,일반
김해이노비즈벨리일반산업단지,0.083333333,0,0,0,0.25,0,0.166666667,0,0,0,0.5,일반
김해진영주호일반산업단지,0,0,0,0,0,0,0.666666667,0.111111111,0.166666667,0,0.055555556,일반
김해테크노밸리일반산업단지,0,0,0,0,0.002506266,0.002506266,0.516290727,0.110275689,0.215538847,0,0.152882206,일반
나주문평일반산업단지,0.166666667,0.166666667,0,0.333333333,0,0,0.333333333,0,0,0,0,일반
나주신도일반산업단지,0,0,0.35,0,0,0,0.1,0.4,0,0,0.15,일반
나주일반산업단지,0.568627451,0.019607843,0.058823529,0.098039216,0.019607843,0,0.137254902,0.039215686,0,0.039215686,0.019607843,일반
나주혁신일반산업단지,0.081081081,0,0,0.097297297,0.005405405,0,0.054054054,0.691891892,0.005405405,0,0.064864865,일반
남공주일반산업단지,0,0,0,0.681818182,0,0,0.136363636,0.045454545,0,0,0.136363636,일반
남양주광릉테크노밸리일반산업단지,0.171428571,0.028571429,0.028571429,0.2,0,0,0.342857143,0.114285714,0.085714286,0,0.028571429,일반
남양주금곡일반산업단지,0.266666667,0.033333333,0.133333333,0.266666667,0,0,0.166666667,0.066666667,0,0.066666667,0,일반
남양주진관일반산업단지,0,0.206349206,0.111111111,0.142857143,0.047619048,0,0.285714286,0.142857143,0,0.031746032,0.031746032,일반
남여주일반산업단지,0,0,0,0.166666667,0,0,0,0.833333333,0,0,0,일반
남원일반산업단지,0,0,0,0,0.4,0,0.6,0,0,0,0,일반
남춘천일반산업단지,0.272727273,0.045454545,0,0.409090909,0,0,0.045454545,0.045454545,0,0,0.181818182,일반
논산동산일반산업단지,0.102564103,0.025641026,0.102564103,0.282051282,0.025641026,0.025641026,0.256410256,0.051282051,0.051282051,0,0.076923077,일반
논산일반산업단지,0.393939394,0.090909091,0.090909091,0.181818182,0.03030303,0,0.060606061,0.060606061,0,0,0.090909091,일반
논산제2일반산업단지,0.1,0.1,0.3,0.2,0.1,0,0,0.1,0,0,0.1,일반
단양일반산업단지,0,0,0,0.25,0.666666667,0,0.083333333,0,0,0,0,일반
달성2차일반산업단지,0.035294118,0.054901961,0.035294118,0.066666667,0.011764706,0.066666667,0.447058824,0.062745098,0.196078431,0.007843137,0.015686275,일반
달성일반산업단지,0.058282209,0.239263804,0.042944785,0.13803681,0.027607362,0.064417178,0.153374233,0.079754601,0.168711656,0.006134969,0.021472393,일반
담양일반산업단지,0.233082707,0.015037594,0.045112782,0.240601504,0.030075188,0,0.293233083,0.082706767,0.022556391,0.037593985,0,일반
당진송산제2일반산업단지,0,0,0,0.311111111,0.022222222,0.155555556,0.311111111,0.022222222,0.044444444,0,0.133333333,일반
당진제1철강일반산업단지,0,0,0,0,0,0.5,0,0,0,0,0.5,일반
당진합덕인더스파크일반산업단지,0.090909091,0,0.181818182,0.181818182,0.090909091,0,0.272727273,0.181818182,0,0,0,일반
당진합덕일반산업단지,0.111111111,0,0,0.111111111,0.022222222,0,0.555555556,0,0.066666667,0.044444444,0.088888889,일반
대구염색일반산업단지,0,0.945945946,0,0.006756757,0,0,0,0,0,0,0.047297297,일반
대구이시아폴리스일반산업단지,0,0.203389831,0,0.016949153,0,0,0.186440678,0.220338983,0.050847458,0.06779661,0.254237288,일반
대구제3일반산업단지,0.011828935,0.032757052,0.010919017,0.030937216,0.004549591,0.021838035,0.630573248,0.117379436,0.06733394,0.010919017,0.060964513,일반
대구출판산업단지,0,0,0.814814815,0,0,0,0,0,0,0.009259259,0.175925926,일반
대구테크노폴리스일반산업단지,0.016949153,0.127118644,0,0.059322034,0,0,0.322033898,0.228813559,0.211864407,0,0.033898305,일반
대전 일반산업단지,0.017241379,0.018318966,0.018318966,0.035560345,0.007543103,0.017241379,0.326508621,0.158405172,0.028017241,0.028017241,0.344827586,일반
대전하소친환경일반산업단지,0.163934426,0.016393443,0.06557377,0.06557377,0,0,0.213114754,0.131147541,0.032786885,0.131147541,0.180327869,일반
동고령일반산업단지,0,0.1,0.033333333,0.1,0.1,0,0.466666667,0,0.133333333,0,0.066666667,일반
동두천상봉암일반산업단지,0.166666667,0,0,0,0,0.166666667,0,0.333333333,0,0.166666667,0.166666667,일반
동두천일반산업단지,0,0.956521739,0,0,0,0,0,0.02173913,0,0,0.02173913,일반
동두천제2일반산업단지,0,0.043478261,0,0.043478261,0,0.086956522,0.52173913,0.217391304,0,0,0.086956522,일반
마산진북일반산업단지,0,0,0.017857143,0,0,0.017857143,0.696428571,0.053571429,0.071428571,0,0.142857143,일반
명계3일반산업단지,0,0,0,0,0,0.130434783,0.130434783,0.086956522,0.391304348,0,0.260869565,일반
목포대양일반산업단지,0.195767196,0.026455026,0.015873016,0.031746032,0.037037037,0,0.121693122,0.158730159,0.026455026,0.031746032,0.354497354,일반
목포삽진일반산업단지,0,0,0,0,0,0,0.148148148,0,0.851851852,0,0,일반
문경신기일반산업단지,0,0,0,0,0,0,0.75,0.25,0,0,0,일반
문경신기제2일반산업단지,0.35,0,0,0.2,0.025,0,0.325,0.075,0,0.025,0,일반
밀양사포일반산업단지,0,0,0,0,0,0,0.38,0.06,0.44,0,0.12,일반
밀양용전일반산업단지,0,0,0,0.032258065,0.032258065,0.161290323,0.258064516,0.032258065,0.193548387,0,0.290322581,일반
밀양하남일반산업단지,0,0,0,0.125,0.125,0.5,0.125,0,0.125,0,0,일반
보령관창일반산업단지,0.086956522,0,0,0.086956522,0,0.086956522,0.173913043,0,0.304347826,0,0.260869565,일반
보은동부일반산업단지,0,0,0,0,0,0,1,0,0,0,0,일반
보은일반산업단지,0.125,0,0,0.5625,0.083333333,0,0.125,0.0625,0,0,0.041666667,일반
부산강서보고일반산업단지,0,0.047619048,0,0.047619048,0,0.047619048,0.476190476,0.095238095,0.095238095,0,0.19047619,일반
부산강서신호일반산업단지,0,0,0,0,0,0.028169014,0.788732394,0.084507042,0.056338028,0,0.042253521,일반
부산강서화전일반산업단지,0,0,0,0.003717472,0,0.092936803,0.654275093,0.074349442,0.107806691,0,0.066914498,일반
부산과학일반산업단지,0,0.004784689,0.004784689,0.038277512,0.004784689,0.04784689,0.425837321,0.157894737,0.234449761,0.004784689,0.076555024,일반
부산미음일반산업단지,0,0,0,0.004842615,0,0.084745763,0.532687651,0.10653753,0.191283293,0.002421308,0.07748184,일반
부산반룡일반산업단지,0.129411765,0,0.117647059,0,0,0,0.164705882,0.235294118,0.211764706,0,0.141176471,일반
부산생곡지구일반산업단지,0,0.016949153,0.033898305,0.06779661,0.016949153,0.076271186,0.279661017,0.008474576,0,0,0.5,일반
부산성우일반산업단지,0,0,0,0.277777778,0,0,0.333333333,0.055555556,0.111111111,0,0.222222222,일반
부산센텀시티일반산업단지,0,0.002545455,0.002909091,0,0,0,0.003272727,0.027636364,0,0.002181818,0.961454545,일반
부산신소재일반산업단지,0,0,0,0,0,0,0,0.2,0.6,0,0.2,일반
부산신평장림일반산업단지(기존단지),0.102040816,0.176870748,0.047619048,0.095238095,0.013605442,0.027210884,0.224489796,0.108843537,0.06122449,0.027210884,0.115646259,일반
부산신항배후 국제산업물류도시(1단계)일반산업단지,0,0.020864382,0,0.020864382,0,0.110283159,0.51266766,0.104321908,0.168405365,0.007451565,0.05514158,일반
부산오리일반산업단지,0.350649351,0,0,0.077922078,0,0.025974026,0.311688312,0.064935065,0.064935065,0,0.103896104,일반
부산정관코리일반산업단지,0,0,0,0,0,0.166666667,0.5,0,0.166666667,0,0.166666667,일반
부산지사제2일반산업단지,0,0.058823529,0.058823529,0.117647059,0,0,0.764705882,0,0,0,0,일반
부산풍상일반산업단지,0,0,0,0,0,0,1,0,0,0,0,일반
부안신재생에너지 일반산업단지,0,0,0,0,0,0,0,0.666666667,0.333333333,0,0,일반
부천오정일반산업단지,0,0,0,0,0,0,0.936507937,0.031746032,0,0.015873016,0.015873016,일반
북구검단일반산업단지,0.002183406,0.045851528,0.034934498,0.021834061,0.002183406,0.010917031,0.443231441,0.237991266,0.120087336,0.052401747,0.028384279,일반
뷰티풀파크,0.055724417,0.009118541,0.037487335,0.090172239,0.019250253,0.019250253,0.450861196,0.088145897,0.007092199,0.03343465,0.189463019,일반
사상재생사업지구,0.007263923,0.042372881,0.010895884,0.085956416,0.008474576,0.140435835,0.504842615,0.062953995,0.07748184,0.016949153,0.042372881,일반
사천제1일반산업단지,0.083333333,0,0,0,0,0.083333333,0.083333333,0.083333333,0.416666667,0,0.25,일반
사천제2일반산업단지,0,0,0,0,0,0,0.125,0,0.5625,0,0.3125,일반
사천종포일반산업단지,0,0,0,0,0,0,0,0,1,0,0,일반
산청매촌일반산업단지,0,0,0,0,0,0,0.8,0,0,0,0.2,일반
산청매촌제2일반산업단지,0,0,0,0.4,0,0,0,0.2,0.2,0,0.2,일반
상복일반산업단지,0,0,0,0,0,0,0.166666667,0.166666667,0.666666667,0,0,일반
상주청리일반산업단지,0.5,0,0,0.5,0,0,0,0,0,0,0,일반
상주한방일반산업단지,1,0,0,0,0,0,0,0,0,0,0,일반
서김해일반산업단지,0,0,0,0,0,0,0.53164557,0.341772152,0.126582278,0,0,일반
서대구일반산업단지,0.034377387,0.187165775,0.029029794,0.018334607,0.004583652,0.007639419,0.12987013,0.066462949,0.026737968,0.022154316,0.473644003,일반
서동일반산업단지,0,0,0,0,0,0,0,0,1,0,0,일반
서산대산일반산업단지,0,0,0,1,0,0,0,0,0,0,0,일반
서산대산제3일반산업단지,0,0,0,0.75,0,0,0,0,0,0,0.25,일반
서산대죽일반산업단지,0,0,0,0.666666667,0.166666667,0,0.166666667,0,0,0,0,일반
서산오토밸리일반산업단지,0,0,0,0,0,0.078947368,0.131578947,0.026315789,0.657894737,0,0.105263158,일반
서산인더스밸리일반산업단지,0,0,0,0.266666667,0,0.4,0.133333333,0,0.133333333,0,0.066666667,일반
서산테크노밸리일반산업단지,0,0,0.032786885,0.06557377,0.016393443,0.049180328,0.229508197,0.196721311,0.262295082,0.016393443,0.131147541,일반
서울마곡일반산업단지,0.058252427,0.009708738,0,0.233009709,0,0,0.067961165,0.368932039,0.019417476,0,0.242718447,일반
서울온수일반산업단지,0.027777778,0.041666667,0.041666667,0.083333333,0.027777778,0,0.583333333,0.152777778,0,0.013888889,0.027777778,일반
서울우유일반산업단지,1,0,0,0,0,0,0,0,0,0,0,일반
설성일반산업단지,0,0,0.25,0.5,0,0,0,0,0,0.25,0,일반
성남일반산업단지,0.084440508,0.078240331,0.027457927,0.071154414,0.010628875,0.001180986,0.093888397,0.325656924,0.006495424,0.032477118,0.268379097,일반
성서5차첨단산업단지,0,0.00877193,0,0,0,0.035087719,0.701754386,0.236842105,0.01754386,0,0,일반
성주월항일반산업단지,0,0,0,0,0.846153846,0,0.076923077,0.076923077,0,0,0,일반
성주일반산업단지,0.011627907,0.069767442,0.011627907,0.034883721,0,0,0.511627907,0.069767442,0.279069767,0,0.011627907,일반
성주제2일반산업단지,0,0.142857143,0.166666667,0.047619048,0,0,0.285714286,0.047619048,0.238095238,0,0.071428571,일반
세종명학일반산업단지,0.025,0.075,0,0.375,0,0.05,0.1,0.175,0.175,0,0.025,일반
세종미래일반산업단지,0.230769231,0,0.115384615,0.538461538,0.038461538,0,0,0,0.038461538,0,0.038461538,일반
세종부강일반산업단지,0,0,0,0.375,0.0625,0,0,0.5,0.0625,0,0,일반
세종소정일반산업단지,0,0,0,0,1,0,0,0,0,0,0,일반
세종월산일반산업단지,0,0,0,0,1,0,0,0,0,0,0,일반
세종전의일반산업단지,0.222222222,0,0,0.333333333,0.222222222,0,0,0,0.111111111,0,0.111111111,일반
세종전의제2일반산업단지,0.060606061,0.060606061,0.060606061,0.636363636,0.060606061,0,0,0.03030303,0.03030303,0.03030303,0.03030303,일반
세종조치원일반산업단지,0.105263158,0.105263158,0,0.263157895,0.052631579,0,0.105263158,0.157894737,0.105263158,0,0.105263158,일반
세종첨단일반산업단지,0.035714286,0,0.071428571,0.142857143,0.035714286,0,0.357142857,0.25,0,0,0.107142857,일반
송도지식정보일반산업단지,0,0,0,0.07751938,0,0,0.178294574,0.434108527,0.046511628,0.015503876,0.248062016,일반
순천일반산업단지,0.0625,0.03125,0.03125,0.09375,0.125,0.15625,0.40625,0.09375,0,0,0,일반
순천해룡일반산업단지,0,0,0,0.283950617,0.012345679,0.086419753,0.395061728,0.12345679,0.049382716,0,0.049382716,일반
시흥매화일반산업단지,0,0,0,0,0,0.019271949,0.381156317,0.280513919,0.017130621,0.059957173,0.241970021,일반
신갈일반산업단지,0,0,0,0,0,0,0,0,0,1,0,일반
신둔일반산업단지,0,0,0,0.5,0,0,0,0.5,0,0,0,일반
아산디지털일반산업단지,0,0,0,0,0,0,0.153846154,0.846153846,0,0,0,일반
아산운용일반산업단지,0,0,0,0.1,0,0,0.7,0.2,0,0,0,일반
아산인주일반산업단지,0,0,0,0,0,0.073170732,0.512195122,0,0.243902439,0,0.170731707,일반
아산제2테크노밸리일반산업단지,0.024390244,0,0,0.036585366,0,0.06097561,0.62195122,0.073170732,0.085365854,0,0.097560976,일반
아산탕정디스플레이시티1일반산업단지,0,0,0,0.4,0.2,0,0,0.2,0,0,0.2,일반
아산테크노밸리일반산업단지,0.015267176,0.007633588,0,0,0.015267176,0.007633588,0.488549618,0.198473282,0.183206107,0,0.083969466,일반
안산반월도금일반산업단지,0.010752688,0.021505376,0,0.096774194,0.010752688,0,0.688172043,0.053763441,0.032258065,0.010752688,0.075268817,일반
안성가율일반산업단지,0,0,0,0.333333333,0,0,0,0,0.333333333,0,0.333333333,일반
안성개정일반산업단지,0,0,0,0.454545455,0.090909091,0,0.181818182,0.181818182,0,0,0.090909091,일반
안성공도일반산업단지,0,0,0,0,0,0,0,0,0,0.8,0.2,일반
안성금산지방산업단지,1,0,0,0,0,0,0,0,0,0,0,일반
안성덕산일반산업단지,0.166666667,0,0.166666667,0.583333333,0,0,0.083333333,0,0,0,0,일반
안성동항일반산업단지,0,0.142857143,0,0.142857143,0,0.071428571,0.142857143,0.285714286,0.071428571,0.142857143,0,일반
안성동항제2일반산업단지,0,0,0,0.1,0.15,0,0.7,0.05,0,0,0,일반
안성마정일반산업단지,0,0,0,0,0,0,1,0,0,0,0,일반
안성방초일반산업단지,0.111111111,0,0,0.666666667,0.111111111,0,0.111111111,0,0,0,0,일반
안성용월일반산업단지,0.125,0.5,0,0,0,0,0.25,0,0,0.125,0,일반
안성원곡일반산업단지,0.166666667,0,0.333333333,0.166666667,0.166666667,0,0,0,0.166666667,0,0,일반
안성월정일반산업단지,0,0,0,0.4,0,0,0,0.2,0,0,0.4,일반
안성장원일반산업단지,0.071428571,0,0,0.285714286,0,0,0.428571429,0.214285714,0,0,0,일반
안성장원제2일반산업단지,0.444444444,0,0,0,0.111111111,0.111111111,0,0.222222222,0.111111111,0,0,일반
안성제1일반산업단지,0.166666667,0,0.104166667,0.229166667,0.041666667,0,0.229166667,0.104166667,0.041666667,0.020833333,0.0625,일반
안성제2일반산업단지,0.155172414,0.034482759,0.017241379,0.362068966,0.051724138,0.017241379,0.172413793,0.034482759,0.068965517,0.068965517,0.017241379,일반
안성제3일반산업단지,0.133333333,0,0,0.466666667,0.022222222,0.022222222,0.155555556,0.133333333,0.022222222,0.022222222,0.022222222,일반
안성제4일반산업단지,0.153846154,0,0,0.269230769,0,0.038461538,0.423076923,0.038461538,0.038461538,0,0.038461538,일반
안성지문일반산업단지,0,0,0,1,0,0,0,0,0,0,0,일반
양산덕계일반산업단지,0.032258065,0,0.064516129,0.290322581,0.064516129,0,0.193548387,0.064516129,0.161290323,0,0.129032258,일반
양산산막일반산업단지,0,0,0,0.006578947,0.006578947,0.026315789,0.559210526,0.065789474,0.190789474,0.006578947,0.138157895,일반
양산서창일반산업단지,0.02173913,0.043478261,0,0,0.043478261,0.065217391,0.347826087,0,0.434782609,0.02173913,0.02173913,일반
양산석계2일반산업단지,0,0.03968254,0.015873016,0,0,0.007936508,0.666666667,0.055555556,0.158730159,0.03968254,0.015873016,일반
양산어곡일반산업단지,0.069565217,0.095652174,0.026086957,0.234782609,0,0.017391304,0.295652174,0.060869565,0.060869565,0,0.139130435,일반
양산용당일반산업단지,0,0,0.046511628,0.139534884,0,0.046511628,0.279069767,0.023255814,0.418604651,0,0.046511628,일반
양산유산일반산업단지,0.071428571,0,0,0.357142857,0,0,0.428571429,0,0,0,0.142857143,일반
양산일반산업단지,0.064516129,0.11827957,0.032258065,0.365591398,0.032258065,0.096774194,0.129032258,0.064516129,0.064516129,0,0.032258065,일반
양주검준일반산업단지,0,0.75,0,0,0,0,0.222222222,0,0,0,0.027777778,일반
양주구암일반산업단지,0,0.5,0,0,0,0,0,0.5,0,0,0,일반
양주남면일반산업단지,0,0.289473684,0,0,0,0,0.657894737,0,0,0,0.052631579,일반
양주도하일반산업단지,0,0,0,0,0,1,0,0,0,0,0,일반
양주상수일반산업단지,0,0.230769231,0,0.615384615,0,0.076923077,0.076923077,0,0,0,0,일반
양주홍죽일반산업단지,0.146341463,0.170731707,0.036585366,0.109756098,0.024390244,0.036585366,0.195121951,0.219512195,0,0.012195122,0.048780488,일반
에스폼산업단지,0,0,0,0,0,0,1,0,0,0,0,일반
여수오천일반산업단지,0.875,0,0,0.071428571,0.017857143,0,0,0,0,0.017857143,0.017857143,일반
여수율촌제1일반산업단지,0,0,0,0.081481481,0.007407407,0.081481481,0.622222222,0.088888889,0.066666667,0,0.051851852,일반
여주강천일반산업단지,0,0,0,0.333333333,0,0,0.333333333,0.166666667,0.166666667,0,0,일반
여주삼교일반산업단지,0,0,0,0,1,0,0,0,0,0,0,일반
여주장안일반산업단지,0,0,0,0,1,0,0,0,0,0,0,일반
연천백학일반산업단지,0.016949153,0,0.033898305,0.338983051,0,0.389830508,0.186440678,0.033898305,0,0,0,일반
연천백학통구일반산업단지,0,0,0,0,0,1,0,0,0,0,0,일반
연천장남일반산업단지,0,0,0,0.5,0,0,0,0,0,0,0.5,일반
영광대마일반산업단지,0.189189189,0,0.040540541,0.121621622,0.027027027,0.148648649,0.121621622,0.135135135,0.148648649,0.013513514,0.054054054,일반
영동일반산업단지,0.24,0,0,0.16,0.16,0,0.2,0.12,0.12,0,0,일반
영암삼호일반산업단지,0,0,0,0,0,0,0,0,1,0,0,일반
영주SK스페셜티일반산업단지,0,0,0,1,0,0,0,0,0,0,0,일반
영주가흥일반산업단지,0.8,0,0,0.2,0,0,0,0,0,0,0,일반
영주갈산일반산업단지,0,0,0,0.25,0,0,0.5,0,0,0,0.25,일반
영주두전일반산업단지,0.5,0.25,0,0,0,0,0,0,0,0,0.25,일반
영주일반산업단지,0.341463415,0.634146341,0.024390244,0,0,0,0,0,0,0,0,일반
영천일반산업단지,0,0,0,0.192307692,0.025641026,0.102564103,0.294871795,0.064102564,0.320512821,0,0,일반
예산신소재일반산업단지,0.037037037,0,0,0.333333333,0,0.259259259,0.185185185,0.037037037,0,0.037037037,0.111111111,일반
예산예당일반산업단지,0.029411765,0.014705882,0,0.514705882,0.044117647,0.073529412,0.25,0,0.029411765,0.029411765,0.014705882,일반
예산일반산업단지,0.147540984,0.06557377,0.016393443,0.37704918,0,0.032786885,0.06557377,0.016393443,0.196721311,0,0.081967213,일반
오산가장2일반산업단지,0,0.032786885,0,0.31147541,0,0,0.508196721,0.147540984,0,0,0,일반
오산가장지방산업단지,0,0,0,0.171428571,0,0,0.514285714,0.257142857,0,0,0.057142857,일반
오산세마일반산업단지,0,0,0,0,0,0,1,0,0,0,0,일반
옥천청산일반산업단지,0.235294118,0,0,0.411764706,0.117647059,0.058823529,0.058823529,0.117647059,0,0,0,일반
옥천테크노밸리일반산업단지,0.133333333,0,0,0.2,0,0.066666667,0.133333333,0.133333333,0.333333333,0,0,일반
