complex_name,status,completion_date,avg_price,industry_type,management,land_size,complex_group,website_url
세종명학일반산업단지,분양완료,2021-11-17,361000,"식료품,섬유제품,의료용물질및의약품,전자부품·컴퓨터·영상·음향및통신장비,의료·정밀·광학기기및시계,전기장비,기타기계및장비,자동차및트레일러,화학물질및화학제품,고무제품및플라스틱제품,금속가공제품,1차금속,기타운송장비,기타제품(고무제품및플라스틱제품 제조업에 연계된 제조업만 가능) 제조업, 인쇄 및 기록매체복제업",세종특별자치시,838257,일반,https://www.sejong.go.kr/depart/sub01_060302.do
세종미래일반산업단지,분양완료,2018-12-31,284350,"식료품 제조업, 화학물질 및 화학제품 제조업, 의료용물질 및 의약품 제조업, 비금속광물제품 제조업, 전자부품·컴퓨터·영상·음향 및 통신장비 제조업, 자동차 및 트레일러 제조업, 인쇄 및 기록매체 복제업,창고 및 운송관련 서비스업, 연구개발업, 건축기술·엔지니어링 및 기타과학기술 서비스업, 부동산임대업 *입주제한업종 고시문참조",세종특별자치시,560293,일반,http://www.ebaekje.co.kr/news/articleView.html?idxno=59712
세종부강일반산업단지,분양완료,1995-06-15,81675,"화학물질 및 화학제품, 의료용물질 및 의약품, 고무제품 및 플라스틱, 전자부품.컴퓨터.영상.음향 및 통신장비, 의료.정밀.광학기기 및 시계, 전기장비, 기타기계 및 장비, 자동차 및 트레일러 제조업",부강일반산업단지 입주기업체협의회,562110,일반,https://terms.naver.com/entry.naver?docId=6122620&cid=67578&categoryId=67656
세종소정일반산업단지,분양완료,1998-08-12,76000,"비금속광물제품, 금속가공제품 제조업, 창고 및 운송관련 서비스업",세종특별자치시,272408,일반,https://terms.naver.com/entry.naver?docId=6122615&cid=67578&categoryId=67656
세종월산일반산업단지,분양완료,2008-12-31,111950,"음식료품, 봉제의복 및 모피제품제조업, 펄프,종이및 종이제품 제조업, 화합물 및 화학제품제업 등",세종특별자치시,1380320,일반,https://www.sejong.go.kr/kor/sub04_060301.do
세종전의일반산업단지,분양완료,2007-12-31,78860,"식료품, 화합물질 및 화학제품, 의료용물질및의약품, 비금속광물, 자동차 및 트레일러 제조업",세종특별자치시,480725,일반,https://terms.naver.com/entry.naver?docId=6122615&cid=67578&categoryId=67656
세종전의제2일반산업단지,분양완료,2010-09-30,200766,"식료품, 음료, 섬유제품, 의복·의복액세서리및모피제품, 펄프·종이및종이제품, 화합물및화학제품, 고무제품및플라스틱, 비금속광물제품, 금속가공제품, 전자부품·영상·음향및통신장비, 전기장비, 자동차 및 트레일러 제조업, 창고 및 운송관련 서비스업",세종특별자치시,866505,일반,http://www.inews365.com/news/article.html?no=673328
세종조치원일반산업단지,분양완료,1992-05-28,63060,"식료품, 섬유제품, 나무 및 목재제품, 펄프·종이 및 판지, 자동차 및 트레일러, 의료용물질 및 의약품, 비금속광물, 제1차금속, 금속가공제품, 화학물질 및 화학제품, 고무제품 및 플라스틱, 전기장비, 기타기계 및 장비, 자동차 및 트레일러 제조업, 창고 및 운송관련 서비스 업",세종특별자치시,940806,일반,https://www.sejong.go.kr/depart/sub01_060301.do
세종첨단일반산업단지,분양완료,2020-06-22,300000,"식료품,펄프·종이 및 종이제품,화학물질 및 화학제품,의료용물질 및 의약품,비금속광물제품,금속가공제품,전자부품·컴퓨터·영상·음향 및 통신장비,의료·정밀·광학기기 및 시계,전기장비,기타 기계 및 장비,자동차 및 트레일러 제조업",세종특별자치시,664283,일반,https://terms.naver.com/entry.naver?docId=6122617&cid=67578&categoryId=67656
송도지식정보일반산업단지,분양중,-,312702,"전자 정보기기, 메카트로닉스, 신소재, 반도체,정보통신서비스, 소프트웨어,영상음반,기타기계및장비",인천경제자유구역청,2401745,일반,https://www.law.go.kr/LSW/ordinInfoP.do?ordinSeq=1770951
순천일반산업단지,분양완료,1986-06-30,90000,"기존산업정비지구(식료품,의복및모피제품,펄프및종이제품,고무및플리스틱제품,비금속광물제품,전기장비,기타기계및장비),신소재산업유도지구(화학물질및화학제품,1차금속,금속가공제품),첨단산업유도지구(전자부품·컴퓨터·영상·음향및통신장비,의료·정밀·광학기기및시계),지식산업유도지구(전문서비스업,건축기술·엔지니어링및기타과학기술서비스업,기타전문·과학및기술서비스업,사업시설관리및기술서비스업,사업지원서비스업,교육서비스업)",전남_순천시,575938,일반,https://www.newscj.com/news/articleView.html?idxno=879166
순천해룡일반산업단지,분양중,-,226875,"1차금속,금속가공,화학,고무,비금속,전자부품,전기장비,전기장비,자동차및트레일러,기계및장비,기타운송장비 제조업, 폐기물수집처리,전기·가스·증기및공기조절공급업,연구개발업","전남_순천시, 광양만권경제자유구역청",1592808,일반,https://www.suncheon.go.kr/kr/economy/0002/0003/0002/
시화국가산업단지,분양중,-,0,"섬유의복,석유화학,조립금속・기계,메카트로닉스,재활용,물류시설, 스포츠및오락관련서비스업, 컴퓨터프로그래밍・시스템통합및관리업, 연구개발업, 건축기술・엔지니어링및기타과학기술서비스업, 화학물질및화학제품제조업, 
 의료용물질및의약품제조업, 금속가공제품제조업, 전자부품컴퓨터영상음향및통신장비제조업, 의료정밀광학기기및시계제조업, 전기장비제조업, 기타기계및장비제조업, 자동차및트레일러제조업, 기타운송장비제조업, 
 메카트로닉스(의료・정밀・광학기기및시계,기타기계및장비 등),마이크로일렉트로닉스(전자부품・컴퓨터・영상・음향및통신장비,전기장비 등),신소재・정밀화학(화학물질및화학제품,비금속광물제품,1차금속 등),
 벤처・연구・지식 등(출판업,영상・오디오기록물제작및배급업,통신업,컴퓨터프로그래밍・시스템통합및관리업,정보서비스업,연구개발업,전문서비스업,건축기술・엔니니어링및기타과학서비스업,
 기타전문・과학및기술서비스업,사업지원서비스업 등),환경산업(폐기물수집운반・처리및원료재생업)",한국산업단지공단,97952768,국가,https://namu.wiki/w/%EC%8B%9C%ED%99%94%EA%B5%AD%EA%B0%80%EC%82%B0%EC%97%85%EB%8B%A8%EC%A7%80
시흥매화일반산업단지,분양완료,-,1210000,"1차금속,금속가공,전자부품,컴퓨터·영상·음향 및 통신장비, 의료·정밀·광학기기 및 시계,기타기계및장비,전기장비,자동차및트레일러,기타제품 제조업,지식산업센터,물류시설용지(육상운송및파이프라안운송업,창고및운송관련서비스업)",경기_시흥시,376027,일반,https://terms.naver.com/entry.naver?docId=5757316&cid=63856&categoryId=63934
신갈일반산업단지,분양완료,2018-01-15,0,가구제조업,경기_이천시,59647,일반,http://www.seronanews.com/n_news/news/view.html?page_code=&no=5883
신둔일반산업단지,분양완료,2015-05-20,330000,"전자부품 컴퓨터, 영상, 음향 및 통신장비 제조업, 고무제품 및 플라스틱 제조업, 기타기계 및 장비제조업",경기_이천시,39402,일반,http://www.seronanews.com/n_news/news/news_frame.html?no=5723
아산국가산업단지,분양완료,-,99351,전제조업(공해업종 제외),한국산업단지공단,26348140,국가,https://www.gg.go.kr/bbs/boardView.do?bIdx=138325142&bsIdx=469&menuId=1547
아산디지털일반산업단지,분양완료,2018-12-27,346632,"금속가공제품 제조업, 전자부품·컴퓨터·영상·음향 및 통신장비 제조업, 의료·정밀·광학기기 및 시계 제조업, 전기장비 제조업, 기타 기계 및 장비 제조업",충남_아산시,356336,일반,https://www.asan.go.kr/main/cms/?m_mode=view&pds_no=2019111420590647530&no=59
아산운용일반산업단지,분양완료,2012-03-08,250000,"화학물질 및 화학제품 제조업, 금속가공제품 제조업, 전자부품,컴퓨터,영상,음향 및 통신장비 제조업",충남_아산시,73697,일반,https://terms.naver.com/entry.naver?docId=5912676&cid=66498&categoryId=66576
아산인주일반산업단지,분양완료,2018-02-13,100533,"1차금속, 금속가공, 기타기계및장비, 자동차및트레일러,섬유제품섬유제품(부직포 및 펠트,기타직물제품), 화학물질및화학제품,전자부품·컴퓨터·영상·음향및통신장비,기타기계및장비 제조업, 창고 및 운송관련 서비스업","충남_아산시, 한국산업단지공단",3528930,일반,https://blog.naver.com/dntnwjd1124/223383693337
아산제2테크노밸리일반산업단지,분양완료,2015-12-10,293000,"아이스크림및기타식용빙과류,과자류및코코아제품,골판지및골판지상자,플라스틱제품(단, 플라스틱발포,성형제품제조업 제외),1차금속,금속가공제품,전자부품·컴퓨터·영상·음향및통신장비,의료·정밀·광학기기및시계,전기장비,기타기계및장비,자동차및트레일러,기타운송장비 제조업",충남_아산시,1200443,일반,https://www.asan.go.kr/main/cms/?no=181
아산탕정디스플레이시티1일반산업단지,분양완료,2015-12-31,204000,"비금속광물제품 제조업, 전자부품·영상·음향·통신장비 제조업, 화학물질 및 화학제품 제조업, 전기장비 제조업, 전기·가스·증기 및 공기조절 공급업 *자세한내용 고시문 참조","충남_아산시, 아산디스플레이1산업단지입주기업체협의회",2534213,일반,http://www.seoyoungeng.com/project/view.php?idx=7
아산테크노밸리일반산업단지,분양완료,2013-10-30,217800,"식료품,화학물질 및 화학제품,고무 및 플라스틱,비금속광물,금속가공제품,전자부품.컴퓨터.영상.음향 및 통신장비,전기장비,기타기계 및 장비,자동차 및 트레일러 제조업, 부동산임대업","충남_아산시, (사)아산테크노밸리입주기업체협의회",2983902,일반,https://imapapa.tistory.com/8617581
안산반월도금일반산업단지,분양완료,1988-02-16,369000,한국표준산업분류상 전 제조업,"반월도금산업협동조합, 경기_안산시",162045,일반,https://blog.naver.com/seig1004/223462691972
안성가율일반산업단지,분양완료,1996-03-14,53890,"나무·목재, 화학제품, 기타기계제조, 기타제조, 재생가공처리, 태양력발전업(단지 내 건물옥상 및 지붕 활용)",안성산업단지관리공단,57893,일반,https://k114.co.kr/store/detail.asp?seq=AxapBgdsBgJN
안성개정일반산업단지,분양완료,2010-02-25,197815,"음·식료품, 목재 및 나무제품, 출판·인쇄 및 기록매체 복제, 화합물 및 화학제품, 비금속광물제품, 조립금속제품, 기타기계 및 장비, 컴퓨터 및 사무용기기, 기타전기기계 및 전기변",안성산업단지관리공단,209222,일반,https://terms.naver.com/entry.naver?docId=6032386&cid=43667&categoryId=43667
안성공도일반산업단지,분양완료,1995-11-20,92560,금속 및 목재가구제조,안성산업단지관리공단,69178,일반,https://www.sedaily.com/NewsView/29N1SGQRFV
안성금산지방산업단지,분양완료,2002-09-30,45000,"고무제품 및 플라스틱 제조업, 창고 및 운송관련 서비스업",충청남도,920450,일반,https://www.joongboo.com/news/articleView.html?idxno=1349674
안성덕산일반산업단지,분양완료,1997-04-19,70480,"음식료,섬유의복,나무목재,금속기계,기타제조업도시형업종",안성산업단지관리공단,59239,일반,http://www.jonghapnews.com/news/articleView.html?idxno=403691
안성동항일반산업단지,분양완료,1996-08-28,66283,"전구및 조명장치제조업,달리분류되지않은 전기장비",안성산업단지관리공단,57244,일반,https://www.kmaeil.com/news/articleView.html?idxno=406771
안성동항제2일반산업단지,분양완료,2018-12-17,358000,"고무제품및플라스틱제품 제조업, 비금속광물제품 제조업, 금속가공제품 제조업 ,전기장비 제조업, 기타기계및장비 제조업, 태양력발전업",경기_안성시,149991,일반,https://www.gukjenews.com/news/articleView.html?idxno=597487
안성마정일반산업단지,분양완료,2020-01-23,0,"목재 및 나무제품 제조업, 금속가공제품 제조업, 가구 제조업 *입주제한업종 고시문 참조",경기_안성시,61480,일반,https://blog.naver.com/leasepower/223623491986
안성방초일반산업단지,분양완료,2014-03-18,278920,"목재, 나무,고무, 플라스틱제품 제조업, 인쇄, 기록매체 복제업, 화학물질, 화학제품,의료용 물질, 의약품 제조업, 비금속 광물제품, 1차금속 ,금속가공제품,전기장비,자동차 제조업",경기_안성시,59989,일반,http://www.eum.go.kr/web/gs/gv/gvGosiDet.jsp?seq=329302
