complex_name,food,clothing,wood,petrochemical,non_metal,metal,machinery,electronics,trans,other,non_manu
양산석계2일반산업단지,0,0.253928198,0.137208938,0,0,0.053264845,0.50266015,0.242782507,0.497932692,0.292346345,0.087112558
양산어곡일반산업단지,0.369023055,0.374413832,0.196301612,0.484324894,0,0.123677139,0.400095504,0.242782507,0.324981094,0,0.30034971
양산용당일반산업단지,0,0,0.137208938,0.265257944,0,0.123677139,0.282291712,0.043017132,0.480476172,0,0.087112558
양산유산일반산업단지,0.06127541,0,0,0.239339694,0,0,0.204819517,0,0,0,0.087112558
양산일반산업단지,0.31921139,0.374413832,0.196301612,0.518156239,0.28150827,0.33863402,0.282291712,0.224095744,0.299967575,0,0.124629894
양주검준일반산업단지,0,0.621810344,0,0,0,0,0.314756278,0,0,0,0.087112558
양주구암일반산업단지,0,0.054022222,0,0,0,0,0,0.043017132,0,0,0
양주남면일반산업단지,0,0.374413832,0,0,0,0,0.36525467,0,0,0,0.087112558
양주도하일반산업단지,0,0,0,0,0,0.053264845,0,0,0,0,0
양주상수일반산업단지,0,0.179457937,0,0.306650389,0,0.053264845,0.039316892,0,0,0,0
양주홍죽일반산업단지,0.439951871,0.411760176,0.196301612,0.323717491,0.196765836,0.176941984,0.314756278,0.35894768,0,0.062195531,0.153350719
에스폼산업단지,0,0,0,0,0,0,0.091290997,0,0,0,0
여수국가산업단지,0.151143148,0.058998652,0.251513048,0.725972307,0.579235906,0.226708366,0.496820572,0.231587435,0,0.385518099,0.427205004
여수오천일반산업단지,0.688124104,0,0,0.208127785,0.084742433,0,0,0,0,0.062195531,0.037517336
여수율촌제1일반산업단지,0,0,0,0.352903271,0.084742433,0.369164647,0.50266015,0.308859098,0.366076693,0,0.211742452
여주강천일반산업단지,0,0,0,0.118229271,0,0,0.091290997,0.043017132,0.057581392,0,0
여주삼교일반산업단지,0,0,0,0,0.084742433,0,0,0,0,0,0
여주장안일반산업단지,0,0,0,0,0.084742433,0,0,0,0,0,0
연천백학일반산업단지,0.06127541,0,0.137208938,0.440316263,0,0.482038777,0.272495053,0.099882688,0,0,0
연천백학통구일반산업단지,0,0,0,0,0,0.053264845,0,0,0,0,0
연천장남일반산업단지,0,0,0,0.050918575,0,0,0,0,0,0,0.037517336
영광대마일반산업단지,0.467044348,0,0.196301612,0.323717491,0.196765836,0.369164647,0.249959187,0.286417163,0.399081502,0.062195531,0.153350719
영동일반산업단지,0,0,0,0,0,0,0.245649093,0.120764358,0.115162784,0,0
영암삼호일반산업단지,0,0,0,0,0,0,0,0,0.057581392,0,0
영주SK스페셜티일반산업단지,0,0,0,0.050918575,0,0,0,0,0,0,0
영주가흥일반산업단지,0.25046096,0,0,0.050918575,0,0,0,0,0,0,0
영주갈산일반산업단지,0,0,0,0.050918575,0,0,0.091290997,0,0,0,0.037517336
영주두전일반산업단지,0.142277095,0.054022222,0,0,0,0,0,0,0,0,0.037517336
영주일반산업단지,0.467044348,0.507971604,0.059092673,0,0,0,0,0,0,0,0
영천일반산업단지,0,0,0,0.398192372,0.196765836,0.320780486,0.355811921,0.202199436,0.534932215,0,0
예산신소재일반산업단지,0.06127541,0,0,0.323717491,0,0.300619123,0.184806682,0.043017132,0,0.062195531,0.124629894
예산예당일반산업단지,0.142277095,0.054022222,0,0.52241151,0.28150827,0.250368191,0.321608605,0,0.133699851,0.144413551,0.037517336
예산일반산업단지,0.389561604,0.220813825,0.059092673,0.460805395,0,0.123677139,0.160706336,0.043017132,0.413429158,0,0.176347979
오산가장2일반산업단지,0,0.125435715,0,0.432800043,0,0,0.389626199,0.273483655,0,0,0
오산가장지방산업단지,0,0,0,0.265257944,0,0,0.328071783,0.273483655,0,0,0.087112558
오산세마일반산업단지,0,0,0,0,0,0,0.249959187,0,0,0,0
오송생명과학단지,0.215356911,0,0,0.570092172,0,0,0,0.345507104,0,0,0.131857424
옥천청산일반산업단지,0.25046096,0,0,0.287377117,0.196765836,0.053264845,0.039316892,0.099882688,0,0,0
옥천테크노밸리일반산업단지,0.142277095,0,0,0.169147846,0,0.053264845,0.091290997,0.099882688,0.270657861,0,0
온산국가산업단지,0.144752918,0,0.139596568,0.703048113,0.464002587,0.507616242,0.442290247,0.277853703,0.646076759,0.199943096,0.473998215
완장일반산업단지,0,0,0,0,0,0,0.091290997,0,0,0,0
완주일반산업단지,0,0,0,0.432800043,0,0.123677139,0.339991192,0.14289982,0.565183431,0.144413551,0.348536763
완주테크노밸리일반산업단지,0,0,0,0.339026643,0,0,0.458679673,0.224095744,0.585958213,0,0.285959083
왜관일반산업단지,0.06127541,0.7382618,0.375684744,0.559310939,0.196765836,0.123677139,0.544060275,0.389298531,0.685723429,0.206609082,0.356855625
왜관제3일반산업단지,0,0.281426247,0.137208938,0.118229271,0.196765836,0,0.328071783,0.318730749,0.366076693,0.062195531,0
용인농서일반산업단지,0,0,0,0.169147846,0,0,0,0,0,0,0
용인원삼일반산업단지,0,0,0,0,0,0,0,0.043017132,0,0,0
용인제일일반산업단지,0,0,0,0,0,0,0.130607889,0,0,0,0
용인테크노밸리일반산업단지,0.454013466,0,0.393451516,0.559310939,0,0.053264845,0.412703669,0.399629968,0,0.292346345,0.260022805
용인통삼일반산업단지,0,0,0,0,0,0,0.091290997,0.099882688,0,0,0.087112558
용인패키징디자인일반산업단지,0,0,0,0.050918575,0,0,0.039316892,0.043017132,0,0,0
울산길천일반산업단지,0.203552505,0.054022222,0,0.287377117,0,0.053264845,0.406574519,0.202199436,0.705882245,0,0
울산매곡일반산업단지,0,0,0,0,0,0,0.345513018,0.175830929,0.513732018,0,0
울산매곡제2일반산업단지,0,0,0,0,0,0,0.204819517,0,0.34677632,0,0
울산매곡제3일반산업단지,0,0,0,0,0,0,0.307465134,0,0.383389084,0,0
울산모듈화일반산업단지,0,0,0,0,0,0,0.130607889,0,0.585958213,0,0
울산미포국가산업단지,0.401620824,0.387786371,0.44856186,0.790280547,0.63760735,0.459111624,0.624270748,0.594031013,0.826510322,0.346405772,0.513756779
울산반천일반산업단지,0,0,0.241539106,0.169147846,0,0.176941984,0.418518788,0.259064992,0.570625436,0,0.087112558
울산봉계일반산업단지,0,0,0,0,0,0,0.130607889,0,0.324981094,0,0
울산신일반산업단지,0,0,0,0,0,0.33863402,0.460652075,0.32787881,0.299967575,0,0.037517336
울산와지일반산업단지,0,0,0,0.208127785,0,0,0.184806682,0,0.497932692,0,0.087112558
울산전읍일반산업단지,0,0,0,0.050918575,0,0,0.039316892,0,0.057581392,0,0
울산중산2차일반산업단지,0,0,0,0,0,0.053264845,0.339991192,0.175830929,0.565183431,0,0
울산중산일반산업단지,0,0,0,0.050918575,0,0,0.236780787,0,0.383389084,0,0
울산테크노일반산업단지,0,0,0,0.265257944,0,0.053264845,0.436804015,0.409168321,0.366076693,0.062195531,0.487120756
웅천일반산업단지,0.28802137,0,0,0,0,0.123677139,0.130607889,0,0,0,0.124629894
원주동화일반산업단지,0.142277095,0,0,0.118229271,0,0,0.160706336,0.14289982,0.133699851,0,0.087112558
원주문막반계일반산업단지,0.25046096,0,0,0.239339694,0,0,0.091290997,0.043017132,0.235361799,0,0.195444815
원주문막지방산업단지,0.28802137,0.054022222,0.059092673,0.239339694,0.084742433,0,0.130607889,0.043017132,0.366076693,0.062195531,0.037517336
원주우산일반산업단지,0.407984637,0,0.137208938,0.118229271,0.084742433,0,0.204819517,0.043017132,0.057581392,0,0
원주자동차부품일반산업단지,0,0,0,0,0,0,0,0,0.299967575,0,0
음성금왕일반산업단지,0.203552505,0,0,0.050918575,0,0.053264845,0,0.043017132,0,0,0.087112558
음성금왕테크노밸리일반산업단지,0.520831539,0.125435715,0.137208938,0.473034524,0.196765836,0.053264845,0.184806682,0,0,0,0.249798361
음성대풍일반산업단지,0.25046096,0,0,0.239339694,0,0,0,0,0,0,0
음성리노삼봉일반산업단지,0,0,0,0.265257944,0,0,0.160706336,0,0,0,0.037517336
음성맹동일반산업단지,0.389561604,0,0,0.37727563,0,0,0.091290997,0.043017132,0,0,0.037517336
음성생극일반산업단지,0.369023055,0,0.241539106,0.432800043,0.084742433,0,0.184806682,0,0,0,0.087112558
음성성본일반산업단지,0.389561604,0,0.137208938,0.432800043,0.084742433,0.123677139,0.221898886,0.175830929,0,0,0.249798361
음성오선일반산업단지,0.06127541,0,0.059092673,0.339026643,0.084742433,0,0.039316892,0,0.057581392,0,0.124629894
음성용산일반산업단지,0.28802137,0.054022222,0,0.323717491,0,0,0.160706336,0.099882688,0,0,0
음성원남일반산업단지,0.511300151,0.281426247,0.241539106,0.499785334,0,0.217718073,0.221898886,0.14289982,0.057581392,0,0.176347979
음성유촌일반산업단지,0.28802137,0,0,0.432800043,0.196765836,0.053264845,0.039316892,0,0.235361799,0.062195531,0.238518418
음성이테크일반산업단지,0,0.125435715,0.059092673,0.208127785,0.196765836,0,0.184806682,0,0,0,0
음성중부일반산업단지,0,0,0,0,0.084742433,0,0,0,0,0,0.037517336
음성하이텍일반산업단지,0.142277095,0,0,0.169147846,0,0,0.091290997,0,0,0,0
의정부용현일반산업단지,0.25046096,0.615929659,0.33351055,0.407634997,0.196765836,0.053264845,0.291314225,0.371988862,0.191281243,0.292346345,0.176347979
이당일반산업단지,0,0,0,0,0,0,0,0,0.057581392,0,0
이천대월일반산업단지,0.142277095,0,0.137208938,0,0,0,0,0.14289982,0,0,0
이천도암일반산업단지,0.06127541,0,0,0.118229271,0,0,0.039316892,0.14289982,0,0,0
이천모가일반산업단지,0,0,0,0.050918575,0,0,0,0,0,0,0
이천장호원일반산업단지,0,0,0,0.239339694,0,0,0.130607889,0.14289982,0,0,0
이화일반산업단지,0,0,0,0,0,0,0,0.043017132,0,0,0
익산국가산업단지,0.248609063,0.568084052,0.155765556,0.466759221,0.403299263,0,0.296861902,0.455693059,0.387888396,0.869703217,0.307461724
익산제2일반산업단지,0.407984637,0.495514916,0.241539106,0.518156239,0.346381547,0.176941984,0.406574519,0.371988862,0.599995809,0.206609082,0.211742452
익산제3일반산업단지,0.142277095,0.441896865,0,0.549179874,0.196765836,0,0.204819517,0.286417163,0.133699851,0.6275599,0.124629894
익산제4일반산업단지,0.454013466,0.054022222,0.059092673,0.323717491,0,0,0.039316892,0.175830929,0,0,0.087112558
인천기계일반산업단지,0,0.054022222,0,0.352903271,0.084742433,0.277480724,0.483589141,0.418026571,0.450296789,0.144413551,0.176347979
인천서부일반산업단지,0,0,0.375684744,0.37727563,0.441461754,0.57078405,0.563010554,0.413676352,0.426643042,0.395411323,0.334723709
인천서운일반산업단지,0,0,0.241539106,0,0,0,0.511739371,0.534237084,0.057581392,0.446558259,0.344125049
인천일반산업단지,0.520831539,0.374413832,0.393451516,0.545641518,0.398326699,0.33863402,0.588482528,0.576473139,0.480476172,0.632912493,0.360787299
인천청라1지구일반산업단지,0,0,0.277761549,0.306650389,0,0,0.282291712,0.175830929,0.057581392,0.062195531,0
장항국가생태산업단지,0.38318577,0,0,0.29760644,0,0.119973052,0.157475725,0.133028169,0.129695588,0,0.161667528
장흥바이오식품일반산업단지,0.723918836,0.054022222,0.059092673,0.432800043,0,0,0.221898886,0.14289982,0,0.144413551,0.124629894
전주과학산업연구단지,0.25046096,0,0.059092673,0.42487966,0,0.053264845,0.41564846,0.394571526,0.62876624,0,0.329698697
전주시자원순환특화일반산업단지,0,0,0,0.208127785,0,0,0,0,0,0,0.124629894
전주제1일반산업단지,0.31921139,0.359691379,0.241539106,0.339026643,0.346381547,0.217718073,0.314756278,0.273483655,0.191281243,0.292346345,0.238518418
전주제2일반산업단지,0,0.125435715,0.196301612,0.239339694,0,0,0.091290997,0.259064992,0.057581392,0,0.087112558
전주친환경첨단복합일반산업단지(3-1단계),0,0,0,0,0.084742433,0,0,0,0,0,0.037517336
정읍제1일반산업단지,0.06127541,0,0.059092673,0.050918575,0.084742433,0,0,0,0,0,0.037517336
정읍제2일반산업단지,0.389561604,0.054022222,0,0.352903271,0.441461754,0.176941984,0.282291712,0.14289982,0.057581392,0.144413551,0.037517336
정읍제3일반산업단지,0.369023055,0.054022222,0.241539106,0.407634997,0.28150827,0.123677139,0.184806682,0,0.057581392,0.144413551,0.037517336
정읍첨단과학일반산업단지,0.28802137,0,0,0.440316263,0,0,0.249959187,0.259064992,0.057581392,0,0.176347979
정주일반산업단지,0,0,0.137208938,0,0,0,0,0,0,0,0
제주용암해수일반산업단지,0.42468377,0,0,0.239339694,0,0,0,0,0,0,0
제천일반산업단지,0.25046096,0,0,0,0,0,0,0.043017132,0.413429158,0,0
제천제2산업단지,0,0,0.059092673,0.169147846,0,0,0,0.043017132,0.34677632,0,0
제천제3산업단지,0.28802137,0,0,0.239339694,0.196765836,0,0.184806682,0.14289982,0.133699851,0,0.087112558
증평2일반산업단지,0.389561604,0,0.196301612,0.339026643,0.084742433,0.053264845,0.184806682,0.043017132,0.191281243,0,0.037517336
증평일반산업단지,0,0,0,0.050918575,0.084742433,0,0.039316892,0.202199436,0,0,0.037517336
진주뿌리일반산업단지,0,0,0,0.050918575,0,0.123677139,0.421318323,0.099882688,0.47101055,0.144413551,0.293392286
진주상평일반산업단지,0.467044348,0.519507337,0.437840718,0.440316263,0.627889816,0.300619123,0.643217884,0.259064992,0.547699956,0.351022633,0.371792793
진주일반산업단지,0,0.054022222,0.137208938,0.118229271,0.084742433,0.053264845,0.450428253,0.202199436,0.460975004,0,0.2259432
진주정촌일반산업단지,0,0,0,0,0,0.053264845,0.460652075,0.242782507,0.581002716,0,0.293392286
진주지수일반산업단지,0,0,0,0.118229271,0,0,0,0,0,0,0
진천문백정밀기계일반산업단지,0,0,0,0,0,0,0.039316892,0,0.191281243,0,0
진천문백태흥일반산업단지,0,0,0,0,0,0,0.039316892,0,0.057581392,0,0
진천산수일반산업단지,0.467044348,0,0.137208938,0.489660967,0.28150827,0.053264845,0.291314225,0.043017132,0.133699851,0,0.153350719
진천신척일반산업단지,0.554533178,0,0.059092673,0.586086533,0,0.123677139,0.261780184,0.14289982,0.191281243,0,0.211742452
진천이월일반산업단지,0,0,0,0.265257944,0,0,0,0,0,0,0
진천죽현일반산업단지,0,0,0,0.050918575,0,0,0,0,0,0,0
진천초평은암일반산업단지,0,0,0,0.239339694,0.196765836,0,0,0,0,0,0.176347979
진천케이푸드밸리,0,0,0,0.050918575,0,0,0.091290997,0,0,0,0
진해국가산업단지,0,0,0,0,0,0,0,0,0.235361799,0,0
진해남양지방산업단지,0,0,0,0,0,0.176941984,0.369697211,0.175830929,0.324981094,0,0.087112558
진해마천일반산업단지,0,0.125435715,0,0.208127785,0.28150827,0.522814866,0.409680452,0.043017132,0.366076693,0,0.249798361
진해죽곡일반산업단지,0,0,0,0,0,0,0.160706336,0,0.191281243,0,0
창녕넥센일반산업단지,0,0,0,0.050918575,0,0,0,0,0,0,0
창녕대합일반산업단지,0,0,0,0.050918575,0,0.320780486,0.334187525,0.14289982,0.497932692,0,0.037517336
창녕억만일반산업단지,0,0,0,0,0,0.123677139,0,0,0,0,0
창원국가산업단지,0.310434128,0.330284598,0.646173752,0.54962196,0.44764666,0.668692947,0.832238891,0.792363979,0.918272205,0.573849374,0.611874254
창원수곡일반산업단지,0,0,0,0.050918575,0,0,0.204819517,0,0.235361799,0,0
창원일반산업단지,0,0,0,0,0,0,0.400095504,0.259064992,0.366076693,0,0
창원진전평암일반산업단지,0.06127541,0,0,0,0,0,0,0,0,0,0
창원창곡일반산업단지,0,0,0,0,0.084742433,0,0.091290997,0.099882688,0,0,0
창원천선일반산업단지,0,0,0,0,0,0,0.307465134,0.224095744,0.270657861,0,0
천안마정일반산업단지,0,0.179457937,0.137208938,0.339026643,0.084742433,0,0.393224289,0.202199436,0.270657861,0,0.124629894
천안산업기술일반산업단지,0.42468377,0,0.059092673,0.38810402,0.084742433,0,0.400095504,0.463959234,0.057581392,0.144413551,0.176347979
천안제2일반산업단지,0.389561604,0.220813825,0.196301612,0.42487966,0,0.053264845,0.385910368,0.42629518,0.383389084,0.062195531,0.496338226
천안제3일반산업단지,0,0.054022222,0,0.239339694,0,0,0.345513018,0.542351082,0,0,0.535716624
천안제4일반산업단지,0,0,0,0,0,0,0.50266015,0.451544546,0,0,0.124629894
천안제5일반산업단지,0.28802137,0,0,0.473034524,0,0.176941984,0.345513018,0.224095744,0.057581392,0,0.087112558
천안풍세일반산업단지,0.31921139,0.054022222,0.059092673,0.52241151,0,0,0.431873197,0.383792011,0.133699851,0,0.2259432
청산대전일반산업단지,0,0.46715492,0,0,0,0,0,0,0,0,0.238518418
청원옥산일반산업단지,0,0.054022222,0.137208938,0.440316263,0,0.053264845,0.249959187,0.318730749,0.133699851,0,0.260022805
청주오송제2생명과학일반산업단지(충북경제자유구역 오송바이오폴리스지구),0.501227281,0,0,0.504597637,0,0,0.291314225,0.383792011,0.057581392,0,0.344125049
청주오창과학일반산업단지,0.47918467,0.054022222,0,0.556010895,0.441461754,0,0.314756278,0.546976538,0.191281243,0,0.352775966
청주오창제2일반산업단지,0,0,0,0.050918575,0,0,0.039316892,0.224095744,0,0,0
청주오창제3일반산업단지,0.203552505,0,0.137208938,0.416509317,0,0,0.204819517,0.099882688,0,0,0.087112558
청주테크노폴리스일반산업단지,0,0.054022222,0,0.169147846,0,0,0.160706336,0.273483655,0,0,0.037517336
청주현도일반산업단지,0.142277095,0,0.137208938,0,0,0,0,0,0,0,0
춘천동춘천일반산업단지,0.31921139,0,0.059092673,0.265257944,0,0,0.184806682,0,0,0,0.211742452
춘천전력IT문화복합일반산업단지,0,0,0,0,0,0,0.039316892,0.318730749,0,0,0.037517336
춘천후평일반산업단지,0.618275773,0.343449086,0.409555797,0.545641518,0.28150827,0,0.321608605,0.383792011,0.191281243,0.431060889,0.575699227
충주DH산업단지,0,0,0,0.050918575,0.196765836,0,0,0,0,0,0
충주KGC예본일반산업단지,0.06127541,0,0,0,0,0,0,0,0,0,0
충주대신일반산업단지,0,0,0,0,0,0,0.039316892,0,0,0,0
충주만정일반산업단지,0,0,0,0,0.196765836,0,0,0,0,0,0
충주메가폴리스일반산업단지,0.562044254,0.054022222,0,0.306650389,0.084742433,0,0.160706336,0.298140444,0.191281243,0.144413551,0.249798361
충주제1일반산업단지,0.25046096,0,0.137208938,0.265257944,0.28150827,0.053264845,0.236780787,0.259064992,0.057581392,0.062195531,0.153350719
충주제3일반산업단지,0,0.054022222,0,0,0,0.123677139,0.160706336,0,0,0,0.087112558
충주제4일반산업단지,0,0,0,0.050918575,0.084742433,0,0.039316892,0,0,0,0.037517336
충주제5일반산업단지,0.25046096,0,0,0.050918575,0,0,0.091290997,0,0,0,0.087112558
충주중원일반산업단지,0.203552505,0,0,0.42487966,0,0.053264845,0.130607889,0,0,0,0.211742452
충주첨단일반산업단지,0,0,0.241539106,0.365590742,0.084742433,0.053264845,0.321608605,0.175830929,0.270657861,0,0.124629894
칠곡연화일반산업단지,0,0.054022222,0,0.118229271,0,0,0.221898886,0,0,0,0
칠서일반산업단지,0.25046096,0,0.059092673,0.37727563,0,0.123677139,0.446066076,0,0.191281243,0,0.2259432
탕정일반산업단지,0,0,0,0,0,0,0.091290997,0,0.057581392,0,0.087112558
태백동점산업단지,0.203552505,0.054022222,0.137208938,0,0,0,0.039316892,0.043017132,0,0,0.037517336
파주LCD일반산업단지,0,0,0,0.118229271,0,0,0,0.14289982,0,0,0.124629894
파주금파일반산업단지,0.142277095,0,0,0.239339694,0,0,0.130607889,0.043017132,0,0,0.037517336
파주문발제1일반산업단지,0,0,0.450407418,0.050918575,0,0,0.130607889,0,0,0,0
파주문발제2일반산업단지,0,0,0.424280022,0.050918575,0,0,0.091290997,0.043017132,0,0,0.037517336
파주법원2일반산업단지,0.203552505,0.125435715,0.059092673,0.118229271,0,0.123677139,0.249959187,0,0,0.206609082,0
파주신촌일반산업단지,0.25046096,0,0.606275657,0.339026643,0,0,0.291314225,0.242782507,0,0.292346345,0.087112558
파주오산일반산업단지,0,0,0.721955985,0.050918575,0,0,0,0.043017132,0,0,0.176347979
파주월롱첨단일반산업단지,0,0,0,0,0.084742433,0,0,0.043017132,0,0,0
파주적성일반산업단지,0,0.054022222,0.355877814,0.38810402,0.084742433,0.468086264,0.334187525,0.242782507,0.057581392,0.254221922,0.318891578
파주첨단일반산업단지(선유지구),0.25046096,0.304893652,0.375684744,0.489660967,0,0,0.429325061,0.344379009,0,0.062195531,0.195444815
파주축현일반산업단지,0.203552505,0.179457937,0.241539106,0.53448484,0,0.320780486,0.282291712,0.175830929,0.057581392,0.395411323,0.269371065
파주탄현일반산업단지,0,0,0.355877814,0.169147846,0,0,0.321608605,0.14289982,0,0.486380184,0.124629894
파주탄현중소기업전용국가산업단지,0.14536568,0.128158703,0.060966435,0.38586606,0,0.054953812,0.320639794,0.261723062,0.059407232,0,0.038706968
평택LGDigitalPark일반산업단지,0,0,0,0,0,0,0,0.043017132,0,0,0
평택고렴일반산업단지,0.142277095,0,0,0.352903271,0,0.053264845,0.039316892,0,0,0,0.153350719
평택송탄일반산업단지,0.42468377,0.125435715,0.375684744,0.619945755,0.084742433,0.123677139,0.393224289,0.437749785,0.299967575,0.395411323,0.699467958
평택어연.한산일반산업단지,0,0,0,0.239339694,0,0.053264845,0.236780787,0.32787881,0.34677632,0,0.037517336
평택일반산업단지,0.25046096,0,0,0.432800043,0.28150827,0,0.350779059,0.308859098,0.270657861,0.324004719,0.037517336
평택장당일반산업단지,0.06127541,0,0,0.050918575,0,0,0.039316892,0.099882688,0,0,0
평택진위2일반산업단지,0,0.281426247,0,0.239339694,0,0,0.475306605,0.504005531,0.133699851,0,0.505848498
평택진위일반산업단지,0,0,0,0,0,0,0.160706336,0.242782507,0,0,0.087112558
평택추팔일반산업단지,0.203552505,0.054022222,0.059092673,0.37727563,0.084742433,0,0.204819517,0.298140444,0.191281243,0,0.037517336
평택칠괴일반산업단지,0.142277095,0,0,0.323717491,0,0,0.249959187,0.202199436,0.133699851,0.062195531,0
평택포승2일반산업단지,0,0,0,0,0,0,0.204819517,0,0,0,0.2259432
평택현곡일반산업단지,0,0,0,0.265257944,0.084742433,0,0.261780184,0.336401672,0.057581392,0,0
포천금현일반산업단지,0,0.125435715,0,0.265257944,0.084742433,0,0.091290997,0.043017132,0,0,0.124629894
포천신평일반산업단지,0.142277095,0.179457937,0,0.169147846,0,0.053264845,0.039316892,0.175830929,0,0,0
포천양문일반산업단지,0,0.593402693,0,0,0,0,0,0,0,0,0.087112558
포천용정일반산업단지,0.546689459,0.359691379,0.059092673,0.484324894,0,0,0.345513018,0.344379009,0.057581392,0.395411323,0.490669901
포천장자일반산업단지,0,0.668790778,0,0.169147846,0,0,0,0,0,0,0.2259432
포항국가산업단지,0,0,0,0,0.067424597,0.051801087,0,0,0,0,0
포항블루밸리국가산업단지,0,0,0,0,0.523278227,0.364623964,0,0.301723045,0,0,0
포항영일만2일반산업단지,0,0,0,0,0,0.053264845,0.091290997,0,0.235361799,0,0.087112558
포항영일만3일반산업단지,0,0,0,0,0,0.053264845,0.039316892,0,0,0,0.211742452
포항영일만4일반산업단지,0,0,0,0.118229271,0,0.217718073,0,0.224095744,0,0,0
포항영일만일반산업단지,0,0,0,0,0.196765836,0,0.091290997,0.242782507,0,0,0.087112558
한국수출산업(부평)국가산업단지,0.571233103,0.705756332,0.68129691,0.69951786,0.271246717,0.387503304,0.669766139,0.780775897,0.533543069,0.782375381,0.629138129
한국수출산업(주안)국가산업단지,0.640714387,0.538906467,0.628521408,0.693199536,0.272805086,0.4203401,0.669524841,0.727543876,0.547145475,0.746113692,0.562901058
함안대산대사일반산업단지,0,0,0.375684744,0.050918575,0,0,0.360631344,0.14289982,0,0,0
함안법수강주일반산업단지,0,0,0,0.050918575,0,0.250368191,0.29967539,0,0.191281243,0,0
함안법수우거일반산업단지,0,0.054022222,0,0,0,0,0.249959187,0,0.299967575,0,0
함안사내일반산업단지,0,0,0,0,0.084742433,0.053264845,0.039316892,0,0,0,0.037517336
함안일반산업단지,0.203552505,0,0,0.287377117,0,0.416540617,0.517806677,0,0.299967575,0,0.176347979
함안장지일반산업단지,0,0,0,0,0,0,0.091290997,0,0,0,0.037517336
함양일반산업단지,0,0,0,0.050918575,0,0,0,0,0.057581392,0,0.087112558
함평동함평일반산업단지,0.562044254,0.054022222,0.277761549,0.407634997,0.398326699,0.123677139,0.396711863,0.099882688,0.057581392,0,0
홍성일반산업단지,0,0,0,0.050918575,0.084742433,0.123677139,0.130607889,0.099882688,0,0,0.087112558
홍천북방일반산업단지,0.06127541,0,0,0.050918575,0,0,0,0,0,0,0
화성 영진바이오 일반산업단지,0,0,0,0.050918575,0,0,0,0,0,0,0
화성 팔탄(한미약품) 일반산업단지,0,0,0,0.050918575,0,0,0,0,0,0,0
화성동탄일반산업단지,0,0,0.241539106,0.339026643,0,0,0.597025154,0.599300098,0.383389084,0.062195531,0.456782488
화성마도일반산업단지,0,0,0,0,0,0.394660057,0.529046896,0.242782507,0.47101055,0,0.433820326
화성바이오밸리일반산업단지,0.142277095,0,0.33351055,0.643818621,0,0.300619123,0.551322742,0.14289982,0.497932692,0,0.433820326
화성발안일반산업단지,0,0.054022222,0,0.416509317,0,0,0.59877493,0.492819512,0.133699851,0.486380184,0.491827556
화성송산테크노파크일반산업단지,0,0,0,0.287377117,0,0.250368191,0.512979067,0.318730749,0,0.254221922,0.313055757
화성일반산업단지,0,0,0,0,0,0,0.039316892,0.043017132,0,0,0
화성전곡해양일반산업단지,0.25046096,0.054022222,0.196301612,0.693247485,0.084742433,0.176941984,0.52797168,0.308859098,0.450296789,0.292346345,0.364581336
화성정남일반산업단지,0.28802137,0,0,0.484324894,0,0,0.450428253,0.371988862,0,0,0.2259432
화성주곡일반산업단지,0.06127541,0.054022222,0.196301612,0.239339694,0,0,0.282291712,0,0.191281243,0.062195531,0.195444815
화성향남제약일반산업단지,0,0,0,0.239339694,0,0,0,0,0,0,0.037517336
화성화남일반산업단지,0,0,0,0,0,0,0.378092815,0,0,0,0
화순지방산업단지,0,0,0,0.38810402,0,0,0,0.099882688,0,0,0.176347979
횡성우천일반산업단지,0.31921139,0.054022222,0.137208938,0.287377117,0,0.217718073,0.091290997,0.099882688,0.299967575,0,0.037517336
